MOF,Density_g_cm^3,POAVF__,Cp_J_g_K,Henry_mol_kg_Pa_CO2,Henry_mol_kg_Pa_N2,T_ref_K_CO2,T_ref_K_N2,Uptake_mean_CO2,Uptake_mean_N2,Heat_mean_CO2,Heat_mean_N2,Uptake_max_CO2,Uptake_max_N2,Heat_max_CO2,Heat_max_N2,Uptake_min_CO2,Uptake_min_N2,Heat_min_CO2,Heat_min_N2,Uptake_first_CO2,Uptake_first_N2,Heat_first_CO2,Heat_first_N2,Uptake_last_CO2,Uptake_last_N2,Heat_last_CO2,Heat_last_N2,Henry_selectivity_CO2_N2,Uptake_mean_selectivity_CO2_N2,Uptake_max_selectivity_CO2_N2,Uptake_sat_mol_kg,Henry_mol_kg_Pa,Heat_henry_kJ_mol,Uptake_des_mol_kg,Heat_des_kJ_mol,Uptake_CO2_bin_mol_kg,Uptake_CO2_ter_mol_kg,WRC__,nCAC
str_m5_o4_o16_sra_sym.60,1.0767,0.403,0.9047,0.00072385,8.48e-06,298.15,298.15,4.605801211877669,5.110128444746363,-33.54175541847317,-18.672455908492598,6.4782222004418,7.1791258558224,-32.58913189383844,-17.655019261324234,0.21316420242849,0.25874514679453,-34.85314015147662,-19.64702540428748,0.21316420242849,0.25874514679453,-34.056478703569574,-19.569820807917292,6.4782222004418,7.1791258558224,-33.48507007099269,-17.768910490121673,85.35965974532314,0.9013083059804327,0.9023692202285245,20.4777795,1.99e-05,-23.92714137,0.095250424,-24.37398,2.885520232,2.332026959,0.808182501,70.53608826612293
str_m5_o4_o16_sra_sym.65,1.1434,0.4173,0.8621,0.00061974,6.4e-06,298.15,298.15,5.366002167839594,5.488366528626324,-35.70469597365014,-18.7886732787282,7.4614686608122,7.6373086628366,-33.31262503776816,-18.051902110109467,0.24567871886152,0.30169371978314,-36.78466339249222,-19.31960679197994,0.24567871886152,0.30169371978314,-34.283390448484326,-18.827084298525282,7.4614686608122,7.6373086628366,-36.546736544400495,-18.590862728392096,96.83435986963127,0.9777047760659792,0.9769761823453568,20.0741835,0.00513047,-48.01929505,5.464221494,-46.94202,3.120729413,0.030065731,0.0096342,69.81981816192314
str_m5_o4_o16_sra_sym.66,1.0941,0.4071,0.9037,0.000511994,7.22e-06,298.15,298.15,4.629794671956579,5.337605448061436,-32.9347180905027,-18.588780975522305,6.5945023523661,7.4867533060454,-31.941656972186777,-17.75950229442141,0.20243214538998,0.30818222198377,-33.77106493497485,-19.204797184110426,0.20243214538998,0.30818222198377,-32.89225360979753,-19.154494631962073,6.5945023523661,7.4867533060454,-32.6426823261883,-17.75950229442141,70.91328657710712,0.8673917015798172,0.8808227121682096,20.2425705,2.34e-05,-24.37217271,0.103684391,-25.77057,2.478892232,2.078834536,0.838614325,76.11313862026493
str_m5_o4_o18_sra_sym.107,1.1344,0.4018,0.89,0.000338777,7.94e-06,298.15,298.15,4.8870577810112135,4.741764437702831,-33.333870805299604,-18.2294470433774,6.5263153347115,6.6557602400583,-30.944479829541702,-16.875889673284345,0.50077935239226,0.32226815342919,-34.94113288440429,-19.327887588531706,0.50077935239226,0.32226815342919,-30.944479829541702,-19.111700891753543,6.5263153347115,6.6557602400583,-34.216451288542665,-17.172998617470743,42.66712308978299,1.030641198063761,0.9805514470655501,19.41501,9.24e-05,-36.73625279,0.192844184,-32.17884,2.2855438,0.652621903,0.28554338,84.05898241762326
str_m5_o4_o24_sra_sym.100,1.2236,0.3188,0.9311,8.55e-05,4.57e-06,298.15,298.15,3.812806653682667,3.28724839890375,-30.992238890164874,-16.785389369862852,4.8797249968428,4.435675124815,-26.796988962603344,-15.581672046708333,0.56709109400551,0.22919288259895,-33.12927703636331,-18.01119852004124,0.56709109400551,0.22919288259895,-26.796988962603344,-17.122938031135543,4.8797249968428,4.435675124815,-32.18643101739135,-15.773371374252314,18.70896745974454,1.1598778647068542,1.1001087454630076,14.3344845,8.55e-05,-33.1262875,0.286824848,-33.27161,0.904435778,0.320813287,0.354710965,283.9959386942215
str_m5_o4_o4_sra_sym.69,1.2802,0.1611,0.9162,6.88e-05,1.79e-06,298.15,298.15,1.7691027373208572,1.5809861835454309,-31.828174548036458,-17.42943628506341,2.2196187492612,2.0667660165576,-28.203328346608167,-16.34326374147931,0.24210099226609,0.1236321184356,-33.30411216817647,-18.602985958911653,0.24210099226609,0.1236321184356,-28.203328346608167,-17.946374371940166,2.2196187492612,2.0667660165576,-32.61434220937614,-16.97422138078266,38.43573271746776,1.1189868423470013,1.0739574443734645,6.9019245,2.64e-06,-18.04055545,0.019066562,-19.04527,0.625289614,0.560019896,0.89561682,387.85210742436885
str_m5_o5_o16_sra_sym.88,1.1208,0.3826,0.9265,0.00073894,7.36e-06,298.15,298.15,4.396064563157662,4.701677259738155,-34.247562368934545,-19.298978754840974,6.1453448361542,6.5463233013736,-32.8798771202151,-18.44639232432714,0.2787139579651,0.17806615059565,-35.12407278563348,-20.311611229669868,0.2787139579651,0.17806615059565,-34.78285084573257,-20.234043351358647,6.1453448361542,6.5463233013736,-34.83595510655967,-18.935920639371002,100.39944288051048,0.9349992184281811,0.9387475309787705,18.7051095,1.48e-05,-22.49326631,0.073972121,-22.97529,2.60032489,2.347613219,0.902815347,76.71453100514074
str_m5_o5_o18_sra_sym.78,1.1557,0.3991,0.8946,0.000336846,7.7e-06,298.15,298.15,4.721896252001473,4.756537743410439,-32.44662131219737,-18.360043215002,6.7291563831056,6.6460389031204,-29.375629461767826,-17.143227975723946,0.29757730373317,0.23685646169937,-34.672734911465,-21.16066661761263,0.29757730373317,0.23685646169937,-34.151744276080294,-21.054809073031326,6.7291563831056,6.6460389031204,-34.672734911465,-17.252135326558314,43.74622808490545,0.9927170784131905,1.0125063186050811,19.011081,4.63e-05,-28.35882384,0.145876128,-28.59995,1.984351735,1.72692497,0.870271606,83.78645766552178
str_m6_o42_o47_etb_sym.114,1.4818,0.1679,0.8086,1.59e-05,1.08e-06,298.15,298.15,1.5430271966372355,1.4585551415061275,-27.803111424453288,-15.472448226400346,2.0149335230937,1.992379002801,-26.375866264264946,-13.86233722616883,0.15903800718281,0.08300430916577,-29.35089923004419,-17.275069385405324,0.15903800718281,0.08300430916577,-26.375866264264946,-17.108706683671187,2.0149335230937,1.992379002801,-28.017948076996174,-14.42257961408133,14.7222085905476,1.0579148862639658,1.0113203965008566,6.0205845,4.27e-06,-24.63255797,0.018682859,-23.41471,0.189152128,0.163571606,0.864762177,-426.5404101768468
str_m6_o42_o49_etb_sym.13,1.4194,0.1926,0.8501,1.59e-05,1.36e-06,298.15,298.15,2.1850272043329055,1.937745990491587,-29.720962022954506,-16.77055178211354,2.6082455766398,2.6035745863096,-26.493421043128595,-15.562671677072911,0.52173808657235,0.10350733333973,-31.175151800556293,-17.950053997177786,0.52173808657235,0.10350733333973,-26.493421043128595,-16.292131534408107,2.6082455766398,2.6035745863096,-29.099349693828874,-15.708442637059433,11.69116787414127,1.1276128115106863,1.0017940681837039,6.8870505,2.56e-06,-20.7941373,0.014021209,-18.87475,0.209078305,0.19191015,0.917886483,-501.0535542685839
str_m6_o43_o48_etb_sym.93,1.7401,0.1411,0.8336,2.95e-05,7.38e-07,298.15,298.15,1.1900277992139685,0.9747032055029838,-31.45651583200242,-16.12429315444854,1.5906548795281,1.2833653274932,-29.16341449564228,-14.135253482822113,0.061926395083384,0.076653447643799,-32.508543367438676,-19.219637627468067,0.061926395083384,0.076653447643799,-30.487995931010794,-19.219637627468067,1.5906548795281,1.2833653274932,-31.542697416227426,-14.135253482822113,39.97284556524991,1.2209129840694923,1.2394404348089174,4.42290045,6.74e-06,-25.57314396,0.026781111,-26.46134,0.266743861,0.220824567,0.82785248,-3910.4129953026113
str_m6_o46_o55_etb_sym.130,1.7598,0.1213,0.847,3.81e-05,1.09e-06,298.15,298.15,1.1191082683026898,0.8105267188973149,-34.61438059417618,-16.784257631124287,1.5024561639984,1.1006363187003,-30.48613907592585,-15.032170592610852,0.073111396147403,0.036218100153206,-36.99286233457489,-19.388756019037892,0.073111396147403,0.036218100153206,-30.632866953773835,-19.246192437747634,1.5024561639984,1.1006363187003,-36.61361091921081,-15.032170592610852,34.95409637238865,1.3807173066716487,1.365079580302446,3.77735775,1.26e-05,-28.15257666,0.038584394,-28.77205,0.29998838,0.178303919,0.59436942,-1396.4643259316244
str_m6_o46_o55_etb_sym.75,1.5538,0.1576,0.8483,3.06e-05,1.55e-06,298.15,298.15,1.4352156665772846,1.2119462491822968,-30.680190871908994,-15.73766302306561,1.8630239385125,1.64029766153,-26.271438238526954,-14.498394339244557,0.17272547806175,0.05580796039342101,-32.396708679630265,-16.827323777562622,0.17272547806175,0.05580796039342101,-26.271438238526954,-16.401799743124954,1.8630239385125,1.64029766153,-32.01194874498624,-14.498394339244557,19.741922747146614,1.1842238610371079,1.1357840605427765,5.5642635,1.62e-05,-27.17885515,0.098266281,-32.20703,0.318888316,0.104929714,0.329048476,-812.9795091444312
str_m6_o46_o56_etb_sym.177,1.4563,0.1931,0.8616,2.71e-05,2.04e-06,298.15,298.15,2.1994366556093192,1.8868762147898128,-31.04752622521002,-16.98056022951045,2.8329202274675,2.6350185888257,-25.494740682656165,-16.134636888148343,0.46098395862371,0.1181044414097,-33.06314537103503,-17.842939651056042,0.46098395862371,0.1181044414097,-25.494740682656165,-16.134636888148343,2.8329202274675,2.6350185888257,-31.8186261873308,-16.619179022115308,13.284307213574898,1.165649679808571,1.075104456370807,7.2625635,1.62e-06,-16.56277389,0.01678405,-20.24949,0.32463631,0.307365873,0.946800664,-1804.5067746095788
str_m6_o46_o56_etb_sym.5,1.6082,0.1483,0.8547,6.96e-05,1.94e-06,298.15,298.15,1.3780440970167582,1.2974630442542725,-33.496081660432736,-18.28549212395311,1.7869102965901,1.7534215036504,-29.96209313323986,-17.538966585616894,0.12850381035970002,0.066465843140182,-34.85384200315113,-19.455204281415,0.12850381035970002,0.066465843140182,-29.96209313323986,-17.73375381438681,1.7869102965901,1.7534215036504,-34.38832617833003,-17.546301121770846,35.87627016687105,1.0621066265573198,1.0190991115764017,5.0681046,8.89e-06,-24.95171483,0.044753639,-26.93119,0.568481151,0.264978665,0.466116888,489.0531771332002
str_m6_o46_o56_etb_sym.58,1.8701,0.1081,0.7855,6.59e-05,9.67e-07,298.15,298.15,0.7690893666019428,0.7146365849139099,-32.70071275743157,-18.5547748824859,0.97067686172843,0.88975276936045,-31.586486360591564,-17.20955569818702,0.05671394849880101,0.047412156389875004,-34.279936094972825,-19.79054604984215,0.05671394849880101,0.047412156389875004,-31.586486360591564,-19.231489177195456,0.97067686172843,0.88975276936045,-32.41149056150588,-17.266625188254935,68.14884369302617,1.0761964652194744,1.0909512115652722,3.1624899,6.17e-06,-24.35869257,0.032305177,-29.02185,0.378618917,0.127879029,0.337751294,1555.1449453346593
str_m6_o46_o57_etb_sym.19,1.5746,0.1628,0.8391,7.06e-05,2.58e-06,298.15,298.15,1.4914839067881909,1.418472701172063,-32.32607367069202,-18.106748334679967,1.8954609997568,1.903111612469,-28.386148399466908,-17.234678642948545,0.16892552908852,0.087856439343862,-33.89041330691491,-19.08124658568971,0.16892552908852,0.087856439343862,-28.386148399466908,-17.673743917950773,1.8954609997568,1.903111612469,-33.56107160554339,-17.234678642948545,27.364330478941675,1.0514717030188514,0.995979945336327,5.6850315,1.36e-05,-24.56103227,0.06412127,-26.7842,0.587023522,0.293856609,0.500587453,673.7878347522884
str_m6_o46_o57_etb_sym.22,1.5494,0.1475,0.8773,9.29e-05,3.25e-06,298.15,298.15,1.2807689732660192,1.1970612343174654,-32.48852486729265,-19.26003180006833,1.6246377477639,1.5486106856825002,-29.77760842739426,-18.588778194469143,0.10904142954277,0.070015409694137,-34.51042241746873,-19.93813165435301,0.10904142954277,0.070015409694137,-29.77760842739426,-18.968531371646215,1.6246377477639,1.5486106856825002,-33.08295719328506,-18.92216654767604,28.58460658935182,1.069927700060567,1.0490937217360374,5.23827315,2.95e-06,-19.93616638,0.018828224,-20.98364,0.602001442,0.578424917,0.96083643,527.937468738764
str_m6_o46_o57_etb_sym.3,1.7236,0.1597,0.8101,7.07e-05,1.16e-06,298.15,298.15,1.5844290728598638,1.2668521124606504,-36.02420509394578,-18.24769977256955,1.8872267038611001,1.6858979162246,-30.828542964767728,-17.61221585772199,0.36305250143331,0.075227670688936,-37.6213814463595,-18.976488286282397,0.36305250143331,0.075227670688936,-30.828542964767728,-17.61221585772199,1.8872267038611001,1.6858979162246,-36.84488617087562,-17.69690806192278,60.94822332049714,1.250681951961324,1.1194193229007818,5.0879514,1.05e-05,-26.01930829,0.061239071,-28.84153,0.6581113,0.194773878,0.295958873,261.95262456857466
str_m6_o47_o49_etb_sym.75,1.6625,0.094,0.8374,2.36e-05,8.82e-07,298.15,298.15,0.8567111531558887,0.8116478516923152,-33.309974674552734,-17.878734136073955,1.0668720918258,1.0375547420572,-29.69804555863531,-16.966536571839644,0.091826296719832,0.057336968614278006,-35.18393830114512,-18.774842926273948,0.091826296719832,0.057336968614278006,-29.69804555863531,-18.74315112387706,1.0668720918258,1.0375547420572,-35.18393830114512,-17.553911774506357,26.75733927739311,1.0555207549290735,1.0282561956291991,2.99143335,2.42e-06,-22.63735252,0.011544595,-23.03495,0.210876523,0.176226163,0.835684126,-480.54634557247726
str_m6_o47_o55_etb_sym.65,1.5012,0.161,0.8618,3.27e-05,1.76e-06,298.15,298.15,1.5395878121901914,1.5164853043213617,-30.269657223127627,-17.102554894176702,2.0534746574486,2.0902606958003,-26.785830483779215,-15.976839121435585,0.15463890219103,0.06447954649943,-31.55689598389967,-18.070564004255594,0.15463890219103,0.06447954649943,-26.785830483779215,-17.10525177142117,2.0534746574486,2.0902606958003,-30.893042637506195,-16.630074488699393,18.579534897991536,1.0152342444743656,0.9824012198925274,5.9132475,0.000325751,-46.69122396,0.647580258,-42.41929,0.328125862,0.042736539,0.130244349,-861.732964352518
str_m7_o10_o24_bcu_sym.128,1.068,0.3895,0.8827,0.000281741,6.08e-06,298.15,298.15,5.3157973639207,4.600425819615061,-33.73261033784331,-17.595987951781037,7.4720244048562,6.7996733079134,-31.192928254165487,-16.32192290635805,0.35513941840838,0.23099381528869,-35.19289735436732,-18.592687882318582,0.35513941840838,0.23099381528869,-32.20421211007049,-17.70307284810257,7.4720244048562,6.7996733079134,-35.18514788600386,-16.32192290635805,46.33897264161634,1.1555011584480548,1.0988799117980015,19.896972,0.274895,-63.23337084,4.607938714,-48.0627,1.984077779,0.189416817,0.095468443,91.45568618830218
str_m7_o10_o24_bcu_sym.56,1.2218,0.3254,0.917,0.000314758,6.26e-06,298.15,298.15,3.722656549020877,3.2761300017981156,-34.42986486066136,-18.181095497245277,5.2807137634221,4.8387560511383,-32.30068817333735,-16.97619774169191,0.23988298050025,0.15428660039998,-35.534673725997735,-19.253627925545423,0.23988298050025,0.15428660039998,-33.53132586945051,-18.683023694104705,5.2807137634221,4.8387560511383,-35.40556034731337,-17.162131737936118,50.28082263884622,1.1362969561575844,1.0913370518397472,14.5204095,0.00113548,-47.82011588,0.585064989,-34.57785,1.845141143,0.258848734,0.140286685,95.9840597904313
SUKXUS01,0.3713,0.8291,0.8381,1.1e-05,3.03e-06,298.15,298.15,33.14859408462624,33.955263920538776,-16.765815452076566,-10.63713428158224,56.315763157863,65.500180149135,-12.87541473665781,-7.379322767255921,0.15528216376076,0.15475372881252,-24.465621353268304,-16.757111955434247,0.15528216376076,0.15475372881252,-12.937699074469506,-7.379322767255921,56.315763157863,65.500180149135,-18.179769518633545,-16.757111955434247,3.63036183816441,0.9762431581211897,0.8597802789189101,123.85713,5.29e-06,-12.83820201,0.061889058,-9.74542,0.181284272,0.163628328,0.90260631,-303.7710723729048
tfz-d+N329+N196_E12_charge,1.549,0.1766,0.805,0.00148607,2.83e-06,298.15,298.15,1.3984121894483281,0.7893513816471008,-39.692603516620565,-19.268625958661413,1.9378987920544999,1.1251975988935001,-35.52295055194083,-16.72112423430597,0.0798535928356,0.048821743698800005,-45.31543553858741,-22.201101556077152,0.0798535928356,0.048821743698800005,-45.31543553858741,-22.101062116846418,1.9378987920544999,1.1251975988935001,-35.52295055194083,-16.943156655546993,525.1128886526895,1.771596556312549,1.7222741978462037,4.24523385,0.00077885,-47.95403097,0.342798036,-41.55682,1.672044256,0.979947766,0.586077649,86.34412624724969
tfz-d+N550+N63_E65_charge,1.4594,0.1149,0.8528,0.000614037,9.13e-07,298.15,298.15,1.0017691683822447,0.6797174796646174,-38.41791328008885,-18.803063907342395,1.5044845194657,0.91828227585903,-35.98354497344267,-15.752643959842485,0.04504217335695,0.05379898815995,-45.62833725662815,-21.383063639596983,0.04504217335695,0.05379898815995,-45.62833725662815,-21.30663359804061,1.5044845194657,0.91828227585903,-36.44776831617415,-15.752643959842485,672.5480037809378,1.473802275726466,1.638368243639086,2.54644545,0.000195383,-43.36086873,0.128554752,-37.00807,1.019099263,0.513625984,0.503999956,
UFUMUD,1.4941,0.2062,0.8795,0.000388992,9.58e-06,298.15,298.15,2.321384985008406,2.473094810189127,-38.51601901262652,-24.879301188789604,3.0914490707023,3.1498524657549,-37.01553146521831,-24.3691137733812,0.17895601763845,0.25631874062317,-39.51461811262011,-25.731876653349953,0.17895601763845,0.25631874062317,-37.159408210508566,-24.41324356538276,3.0914490707023,3.1498524657549,-38.37914279691427,-25.731876653349953,40.60458866340411,0.938655879848756,0.9814583712448308,7.472076,0.000333061,-39.31898923,0.477377013,-37.90669,1.599759297,0.227809796,0.142402546,107.5879654931044
UIO66-NH2,1.274,0.463,0.795,0.000149871,2.78e-06,298.15,298.15,4.632270070568964,3.4282679645854865,-29.885026607413785,-15.009132796452636,6.5920640021562,4.9504744344715,-27.938212314373764,-14.202773188674483,0.27170829701811,0.1747619176945,-31.509249027033437,-15.562771965406828,0.27170829701811,0.1747619176945,-27.96984554092749,-15.38333612674651,6.5920640021562,4.9504744344715,-30.660031503523445,-14.945971187956502,53.91041226244163,1.3511983655944184,1.3316024735432495,19.991988,1.39e-05,-22.80391016,0.07889024,-22.85964,1.245889479,0.699213943,0.561216669,135.00288533616316
v0_acs+N433+371,0.7264,0.6964,0.8346,0.0013081,2.15e-06,298.15,298.15,5.2982921835178525,15.296963640687098,-28.10488100191436,-12.145934790272294,9.4886173289719,24.632705901928,-23.490972595847346,-10.205680754252198,0.13046055516878,0.52263553113369,-44.67907057719263,-14.602938869103456,0.13046055516878,0.52263553113369,-44.67907057719263,-11.184267714409751,9.4886173289719,24.632705901928,-23.563515663593154,-14.533393160565645,608.4183216658969,0.3463623440553279,0.38520401967811596,53.085972,138901.0,-92.69072433,18.13851693,-49.66326,2.425403671,0.007159302,0.002951798,105.73102296959873
v0_ant+N442+202,0.7619,0.6796,0.7244,0.20299,5.4e-06,298.15,298.15,2.2216628860590935,11.679103718547706,-43.055852302425315,-13.207453977815508,2.7858950015683,19.099519867043,-39.07836593242421,-11.682779432645887,0.14086490236595,0.1972359435086,-58.607625422185606,-18.16850500274443,0.14086490236595,0.1972359435086,-58.607625422185606,-17.869215526053047,2.7858950015683,19.099519867043,-39.5744734902737,-12.71117347587182,37590.73377949374,0.19022546075437768,0.14586204370379643,49.3683045,47691000000.0,-125.3301701,6.843633156,-40.9631,3.429063435,0.238875669,0.069662074,-319.0611267822317
v0_bcg+N131+132,1.069,0.4278,0.8417,0.142667,5.82e-06,298.15,298.15,0.8282816675682539,4.591494731675865,-43.100954363795736,-16.919942655906006,1.313653198776,7.6284621000213,-39.32381371150673,-15.623094207032858,0.07113953926802101,0.0171834364353,-63.685271624774295,-18.777643357177556,0.07113953926802101,0.0171834364353,-63.685271624774295,-18.749116621467635,1.313653198776,7.6284621000213,-39.32381371150673,-15.623094207032858,24513.226028655317,0.18039477685859312,0.172204198113819,21.8546235,5106410.0,-101.2445098,11.33246228,-55.85663,3.591276385,0.019510536,0.005432758,-171.8905601253444
v0_bcg+N131+136,0.9858,0.4575,0.8576,0.31129,5.43e-06,298.15,298.15,1.12163849252585,5.904118804211943,-42.217585740594686,-16.171011821264692,1.8949135476444,9.1865209262787,-36.65796059617823,-15.064379557441166,0.023551661434535003,0.15307361322853,-59.14878089835475,-17.580926084762773,0.023551661434535003,0.15307361322853,-57.667565103014404,-17.000336433226664,1.8949135476444,9.1865209262787,-36.65796059617823,-15.064379557441166,57327.797913849376,0.1899755966505101,0.2062710750730081,25.4895405,2148360.0,-100.9663478,10.97120176,-48.80618,3.839497623,0.042586343,0.011091645,-225.2548279192497
v0_bcg+N131+142,0.7343,0.5196,0.9821,0.00143508,3.69e-06,298.15,298.15,3.4561186680120324,9.395628604472849,-28.504274945867,-13.382128965316383,7.3319589692913,16.116754150939,-22.915078645594434,-12.642361042776937,0.0013471757235,0.11485720846178,-43.89879763485224,-14.316931760124922,0.0013471757235,0.11485720846178,-43.89879763485224,-13.759540656232446,7.3319589692913,16.116754150939,-23.794819270311088,-13.854741979110688,388.9104637099015,0.36784326131903056,0.45492776651083117,39.041364,115389.0,-90.76423943,3.282151158,-39.93595,1.535121705,0.119329832,0.077733141,158.92466944515002
v0_bcg+N131+156,0.8701,0.6245,0.7775,0.0138071,3.21e-06,298.15,298.15,3.9784275211224966,9.601652051570658,-33.374991411803386,-13.48103796729563,6.5550730379901,16.532901571498,-29.374185080124764,-12.358186812701852,0.1279330923087,0.12163421136758,-46.95411544270218,-14.293462018460003,0.1279330923087,0.12163421136758,-46.75354890605804,-13.709644883206044,6.5550730379901,16.532901571498,-29.40278283642246,-14.213054750836735,4301.275918605633,0.41434822879998895,0.3964865459122047,39.666516,35905800000.0,-119.482261,28.09817972,-54.32825,4.067215627,0.002463145,0.00060561,62.25969605518996
v0_bcg+N131+170,0.9767,0.3676,0.9647,0.0041644,4.21e-06,298.15,298.15,2.616200685536676,4.799436352185476,-34.015473027391934,-16.281024614756994,4.4089947249522,7.5169173435004,-29.984237214755147,-14.967170096390927,0.06100312135984,0.1395174852082,-46.329624939801505,-17.26425612811485,0.06100312135984,0.1395174852082,-46.329624939801505,-17.141859095122097,4.4089947249522,7.5169173435004,-29.984237214755147,-15.40541455118733,989.1684111238928,0.5451058194249863,0.5865429302297581,20.4616845,34642.8,-89.22962577,7.235387056,-46.17445,2.492988843,0.051469549,0.02064572,82.9193086043288
v0_bcg+N131+288,0.7954,0.6076,0.8325,0.00478901,4.61e-06,298.15,298.15,5.0323268066050275,10.03826272989879,-32.064422500635274,-14.204080806817812,8.8038186462507,16.521199203759,-28.127103935707005,-13.361283696459148,0.15561684760905,0.18530507866536,-46.44646815522929,-15.1251077034971,0.15561684760905,0.18530507866536,-46.44646815522929,-13.985328722384727,8.8038186462507,16.521199203759,-28.14311117817139,-15.1251077034971,1038.8305772601784,0.5013145144742853,0.5328801219373392,42.202977,108973.0,-89.07186508,19.63530935,-46.41797,3.830097536,0.0138156,0.003607114,63.38698195751219
v0_bcg+N131+49,1.2102,0.4294,0.7721,0.355964,4.78e-06,298.15,298.15,1.1684220782937154,4.522428481771404,-45.05101469838205,-17.501815337979924,1.9319966379401001,6.9568335602832,-40.764665869732,-16.356651725894565,0.065179729201308,0.14767068015958,-60.48802232377335,-18.900816654631775,0.065179729201308,0.14767068015958,-60.48802232377335,-18.40747800125135,1.9319966379401001,6.9568335602832,-40.764665869732,-16.356651725894565,74469.44048756475,0.25836164861490396,0.27771206845735924,19.313445,7.47e+17,-168.6527073,15.09207418,-59.66219684,4.788955845,0.007769665,0.001622413,
v0+bcg+N131+345,1.0925,0.466,0.7953,0.017259,4.39e-06,298.15,298.15,3.6238311704449355,5.550316556888336,-39.58539093326427,-16.755204056401613,5.7763936999812,8.7332044954949,-36.337423588053724,-15.823293867139045,0.12109212075683,0.14546807789202,-48.292882436389654,-17.73475153215357,0.12109212075683,0.14546807789202,-48.292882436389654,-16.76070037727771,5.7763936999812,8.7332044954949,-36.85778041048255,-15.823293867139045,3931.4341841835567,0.6529053132918791,0.6614288836314712,23.390697,7.43e+16,-158.2612426,18.17618786,-61.52982091,5.639290774,0.003552066,0.000629878,64.67079737024903
v0+bcg+N131+726,0.7165,0.5219,0.9667,0.00325006,4.17e-06,298.15,298.15,3.219344798614757,9.683505859653453,-29.665296206953194,-13.46135625519212,6.023103200616,16.41166755979,-23.17688050476729,-12.367570230355527,0.07966218534582,0.12383365205715,-47.22409715130354,-15.974087194324339,0.07966218534582,0.12383365205715,-47.22409715130354,-15.974087194324339,6.023103200616,16.41166755979,-23.17688050476729,-13.468791035410986,779.3907003859231,0.33245653436612227,0.3670012921400355,40.244493,239469.0,-92.52650674,4.529645781,-42.4205002,2.239856672,0.065667804,0.02931786,90.33233879328624
v0+bcg+N131+733,0.7556,0.5966,0.8825,0.00416558,3.91e-06,298.15,298.15,4.690003640104235,10.671547240303095,-30.533991887588705,-13.83907303883206,8.3961711874105,17.815664509505,-26.401736522000217,-13.273877329873006,0.15223335227446,0.19129968129965,-45.85282816062073,-15.2029257147029,0.15223335227446,0.19129968129965,-44.66576094943871,-13.352164939785771,8.3961711874105,17.815664509505,-26.401736522000217,-15.2029257147029,1065.3654564282722,0.43948675243559054,0.47128027040083237,43.621779,20757.7,-85.7796335,12.59480571,-44.74569,3.047076508,0.016759368,0.005500147,69.65325088249921
v0+bcg+N131+823,0.7482,0.538,0.9249,0.00304997,4.87e-06,298.15,298.15,4.073812777650168,9.197063557054154,-30.273387809158066,-14.18778966366808,7.6319256526529,15.534061374659,-25.198644410392575,-13.480727591914436,0.049726954380335,0.12402135428029,-45.64564764100338,-15.440162480522751,0.049726954380335,0.12402135428029,-44.986762412704195,-15.278747064146852,7.6319256526529,15.534061374659,-25.198644410392575,-13.811775229225114,626.2770787932076,0.44294711593300967,0.4913026586274797,39.6257235,240631.0,-91.74812234,6.003477714,-46.32662,2.596165919,0.073555912,0.028332516,78.61053479197915
v0+bcu+N131+1164,0.9038,0.5809,0.7888,0.00788815,4.06e-06,298.15,298.15,3.938986377078741,8.532250310660423,-32.613526641620155,-13.808019164706923,6.1940196115745,13.653146594966,-29.344160530131795,-13.026145938365326,0.187501300624,0.19661316195780001,-45.660863660495984,-15.3062053180246,0.187501300624,0.19661316195780001,-45.660863660495984,-15.064042759963527,6.1940196115745,13.653146594966,-29.355470955401593,-13.503940077553715,1942.8936101247264,0.46165855825359503,0.45366975066815884,35.455176,33766100.0,-113.0170452,21.0972177,-54.56234,3.701609066,0.006229154,0.001682823,64.95455680187058
v0+bcu+N131+230,1.0706,0.4869,0.7549,0.0170863,4.92e-06,298.15,298.15,1.624801443397946,5.859130874582019,-35.927218778081105,-15.63025317583321,2.7684201296145,8.7672496418602,-30.588093404236915,-14.618752281770867,0.00436838716275,0.24756347959312,-50.574865534586266,-17.030385562700562,0.00436838716275,0.24756347959312,-50.574865534586266,-17.030385562700562,2.7684201296145,8.7672496418602,-30.588093404236915,-14.899471690305544,3472.8244973933943,0.27731100024516514,0.3157683700936331,24.878985,1173260.0,-100.0983961,7.918845526,-48.80359,2.641665819,0.045977921,0.017404897,85.71275891818102
v0+bcu+N131+262,0.926,0.5518,0.8192,0.00219002,4.51e-06,298.15,298.15,5.3134726618117565,7.997896588805878,-31.40966225657823,-14.725300174070965,8.7345399928922,12.317397955446,-28.506800856820806,-13.776944253619341,0.19754644652602,0.30001716541056,-41.00776196932625,-15.214466880741677,0.19754644652602,0.30001716541056,-41.00776196932625,-15.214466880741677,8.7345399928922,12.317397955446,-29.375611686088842,-14.632674006970152,485.5919100683126,0.6643587601830218,0.7091221721085672,32.8041075,1104420.0,-96.58638526,9.167862009,-48.45977,3.218270364,0.029954685,0.009307697,72.87419160569759
